experiment_id,experiment,claim_id,subject_type,subject,relation,object_type,object,evidence_quote,source_section,source_file,page_or_xml_id,human_decision,human_reason
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL17,endpoint,unmodified-LNP BMDM mRNA delivery,has_outcome_value,outcome_value,fewer than 20%,fewer than 20% of target BMDMs,"Results > Design, Manufacturing, and Characterization of αCD163/LNP-FAPCAR.",data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL18,endpoint,BMDM GFP or FAPCAR expression,compared_with,endpoint,unmodified-LNP BMDM mRNA delivery,"over 80% of the BMDMs expressed GFP or FAPCAR upon exposure to αCD163/LNP-GFP or αCD163/LNP-FAPCAR, respectively.","Results > Design, Manufacturing, and Characterization of αCD163/LNP-FAPCAR.",data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL18,endpoint,BMDM GFP or FAPCAR expression,compared_with,endpoint,unmodified-LNP BMDM mRNA delivery,"In contrast, unmodified LNPs delivered mRNA to fewer than 20% of target BMDMs in vitro","Results > Design, Manufacturing, and Characterization of αCD163/LNP-FAPCAR.",data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL19,lnp_formulation,αCD163/LNP-FAPCAR,measures_endpoint,endpoint,αCD163/LNP-FAPCAR particle size,The resulting αCD163/LNP-FAPCAR displayed a mean particle size of 110.3 ± 6.8 nm,"Results > Design, Manufacturing, and Characterization of αCD163/LNP-FAPCAR.",data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL20,endpoint,αCD163/LNP-FAPCAR particle size,has_outcome_value,outcome_value,110.3 ± 6.8 nm,110.3 ± 6.8 nm,"Results > Design, Manufacturing, and Characterization of αCD163/LNP-FAPCAR.",data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL21,lnp_formulation,αCD163/LNP-Luc,carries_payload,payload,luciferase mRNA,We administered LNP carrying either Photinus pyralis luciferase (LNP-Luc or αCD163/LNP-Luc),Results > Delivery of αCD163/LNP-FAPCAR to Macrophages in Fibrotic Liver via Targeted Approach.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL22,lnp_formulation,αCD163/LNP-ZsGreen,carries_payload,payload,ZsGreen mRNA,or ZsGreen (LNP-ZsGreen or αCD163/LNP-ZsGreen) mRNA,Results > Delivery of αCD163/LNP-FAPCAR to Macrophages in Fibrotic Liver via Targeted Approach.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL27,lnp_formulation,αCD163/LNP-ZsGreen,measures_endpoint,endpoint,hepatic ZsGreen fluorescence persistence,ZsGreen mRNA tracking studies demonstrated prolonged hepatic fluorescence persistence in the αCD163/LNP-ZsGreen cohort,Results > Delivery of αCD163/LNP-FAPCAR to Macrophages in Fibrotic Liver via Targeted Approach.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL28,endpoint,hepatic ZsGreen fluorescence persistence,has_outcome_value,outcome_value,sustained through day 14,sustained through day 14,Results > Delivery of αCD163/LNP-FAPCAR to Macrophages in Fibrotic Liver via Targeted Approach.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL29,intervention,αCD163/LNP-FAPCAR treatment,has_assay,assay,scRNA-seq,treated with αCD163/LNP-FAPCAR (LNP group) for scRNA-seq,Results > αCD163/LNP-FAPCAR Suppressed Liver Fibrosis via Facilitating Liver Tissue Repair and Inhibiting HSC Activation.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL30,intervention,αCD163/LNP-FAPCAR treatment,measures_endpoint,endpoint,HSC proportion,the LNP group had a lower proportion of HSCs than the Fibrosis group,Results > αCD163/LNP-FAPCAR Suppressed Liver Fibrosis via Facilitating Liver Tissue Repair and Inhibiting HSC Activation.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL31,endpoint,HSC proportion,has_outcome_value,outcome_value,lower than the Fibrosis group,a lower proportion of HSCs than the Fibrosis group,Results > αCD163/LNP-FAPCAR Suppressed Liver Fibrosis via Facilitating Liver Tissue Repair and Inhibiting HSC Activation.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL32,intervention,αCD163/LNP-FAPCAR treatment,measures_endpoint,endpoint,hepatocyte apoptosis,The IF results showed that the apoptosis of Heps in the LNP group was significantly lower,Results > αCD163/LNP-FAPCAR Suppressed Liver Fibrosis via Facilitating Liver Tissue Repair and Inhibiting HSC Activation.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL33,endpoint,hepatocyte apoptosis,has_outcome_value,outcome_value,significantly lower,significantly lower,Results > αCD163/LNP-FAPCAR Suppressed Liver Fibrosis via Facilitating Liver Tissue Repair and Inhibiting HSC Activation.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
GP-008-E01,αCD163/LNP-FAPCAR in situ CAR-M treatment for liver fibrosis,CL35,endpoint,FAP-positive macrophage abundance,has_outcome_value,outcome_value,markedly attenuated,markedly attenuating the amount of FAP+ macrophages,Results > αCD163/LNP-FAPCAR Enhanced MMP12+ Scar Clearance Phenotype by Reprogramming Macrophage Subpopulations to Alleviate Liver Fibrosis.,data/raw/fulltext/oa_packages/PMC13229182/pnas.202534673.nxml,,,
