experiment_id,experiment,claim_id,subject_type,subject,relation,object_type,object,evidence_quote,source_section,source_file,page_or_xml_id,human_decision,human_reason
E1,Radiolabeled CD47/LNP-mRNA biodistribution versus unmodified LNP-mRNA,C023,lnp_formulation,CD47/LNP-mRNA,measures_endpoint,endpoint,CD47/LNP-mRNA liver uptake relative to unmodified LNP-mRNA,CD47/LNP-mRNA-treated mice exhibited a ∼6-fold decrease in liver uptake,Results > CD47 modification of LNP-mRNA promotes macrophage evasion in vitro and reduces liver uptake in vivo,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0035,,
E1,Radiolabeled CD47/LNP-mRNA biodistribution versus unmodified LNP-mRNA,C024,endpoint,CD47/LNP-mRNA liver uptake relative to unmodified LNP-mRNA,has_outcome_value,outcome_value,∼6-fold decrease,∼6-fold decrease,Results > CD47 modification of LNP-mRNA promotes macrophage evasion in vitro and reduces liver uptake in vivo,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0035,,
E1,Radiolabeled CD47/LNP-mRNA biodistribution versus unmodified LNP-mRNA,C025,lnp_formulation,CD47/LNP-mRNA,measures_endpoint,endpoint,CD47/LNP-mRNA spleen uptake relative to unmodified LNP-mRNA,a ∼3-fold decrease in spleen uptake,Results > CD47 modification of LNP-mRNA promotes macrophage evasion in vitro and reduces liver uptake in vivo,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0035,,
E1,Radiolabeled CD47/LNP-mRNA biodistribution versus unmodified LNP-mRNA,C026,endpoint,CD47/LNP-mRNA spleen uptake relative to unmodified LNP-mRNA,has_outcome_value,outcome_value,∼3-fold decrease,∼3-fold decrease,Results > CD47 modification of LNP-mRNA promotes macrophage evasion in vitro and reduces liver uptake in vivo,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0035,,
E2,Anti-CD31-targeted luciferase LNP tissue-expression comparison,C029,lnp_formulation,CD47+aCD31/tLNP-Luc,has_targeting_ligand,targeting_ligand,anti-mouse CD31 antibody,anti-mouse CD31 antibody was conjugated to CD47/LNP-Luc,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E2,Anti-CD31-targeted luciferase LNP tissue-expression comparison,C031,lnp_formulation,CD47+aCD31/tLNP-Luc,has_dose,dose,10 μg,10 μg aCD31/tLNP-Luc or CD47+aCD31/tLNP-Luc,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E2,Anti-CD31-targeted luciferase LNP tissue-expression comparison,C032,lnp_formulation,CD47+aCD31/tLNP-Luc,has_assay,assay,IVIS bioluminescence imaging,we performed IVIS bioluminescence imaging,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E2,Anti-CD31-targeted luciferase LNP tissue-expression comparison,C033,lnp_formulation,aCD31/tLNP-Luc,measures_endpoint,endpoint,lung luciferase activity per milligram protein,lung-specific luciferase expression increased from 1.5E+6 LU/mg protein in the unmodified group,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E2,Anti-CD31-targeted luciferase LNP tissue-expression comparison,C034,endpoint,lung luciferase activity per milligram protein,has_outcome_value,outcome_value,1.5E+6 LU/mg protein,1.5E+6 LU/mg protein in the unmodified group,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E2,Anti-CD31-targeted luciferase LNP tissue-expression comparison,C035,lnp_formulation,CD47+aCD31/tLNP-Luc,measures_endpoint,endpoint,lung luciferase activity per milligram protein,to 2E+6 LU/mg protein in the CD47-modified group,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E2,Anti-CD31-targeted luciferase LNP tissue-expression comparison,C036,endpoint,lung luciferase activity per milligram protein,has_outcome_value,outcome_value,2E+6 LU/mg protein,2E+6 LU/mg protein in the CD47-modified group,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E3,Anti-CD31-targeted ZsGreen delivery to lung endothelial cells,C039,lnp_formulation,CD47+aCD31/tLNP-ZsGreen,has_targeting_ligand,targeting_ligand,anti-mouse CD31 antibody,CD47+aCD31/tLNP-ZsGreen,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E3,Anti-CD31-targeted ZsGreen delivery to lung endothelial cells,C044,lnp_formulation,CD47+aCD31/tLNP-ZsGreen,has_assay,assay,flow cytometry analysis,Flow cytometry analysis,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E3,Anti-CD31-targeted ZsGreen delivery to lung endothelial cells,C045,lnp_formulation,CD47+aCD31/tLNP-ZsGreen,delivered_to_cell,cell,CD45−CD31+ endothelial cells,measure ZsGreen expression in CD45−CD31+ endothelial cells,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E3,Anti-CD31-targeted ZsGreen delivery to lung endothelial cells,C046,lnp_formulation,aCD31/tLNP-ZsGreen,measures_endpoint,endpoint,ZsGreen-positive CD45−CD31+ cells,8.3% ZsGreen+ in the CD45−CD31+ population,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E3,Anti-CD31-targeted ZsGreen delivery to lung endothelial cells,C047,endpoint,ZsGreen-positive CD45−CD31+ cells,has_outcome_value,outcome_value,8.3%,8.3%,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E3,Anti-CD31-targeted ZsGreen delivery to lung endothelial cells,C048,lnp_formulation,CD47+aCD31/tLNP-ZsGreen,measures_endpoint,endpoint,ZsGreen-positive CD45−CD31+ cells,increased to 17.0% with the addition of the CD47 peptide,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E3,Anti-CD31-targeted ZsGreen delivery to lung endothelial cells,C049,endpoint,ZsGreen-positive CD45−CD31+ cells,has_outcome_value,outcome_value,17.0%,17.0%,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0045,,
E5,Anti-CD4-targeted ZsGreen delivery to splenic CD4-positive T cells,C056,lnp_formulation,CD47+aCD4/tLNP-ZsGreen,carries_payload,payload,ZsGreen mRNA,CD47+aCD4/tLNP-ZsGreen,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0050,,
E5,Anti-CD4-targeted ZsGreen delivery to splenic CD4-positive T cells,C061,lnp_formulation,CD47+aCD4/tLNP-ZsGreen,delivered_to_cell,cell,CD4+ T cells,ZsGreen+ in CD4+ T cells,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0050,,
E5,Anti-CD4-targeted ZsGreen delivery to splenic CD4-positive T cells,C062,lnp_formulation,aCD4/tLNP-ZsGreen,measures_endpoint,endpoint,ZsGreen-positive CD4+ T cells,aCD4/tLNP-ZsGreen showed an average of 46.6% ZsGreen+ in CD4+ T cells,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0050,,
E5,Anti-CD4-targeted ZsGreen delivery to splenic CD4-positive T cells,C063,endpoint,ZsGreen-positive CD4+ T cells,has_outcome_value,outcome_value,46.6%,46.6%,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0050,,
E5,Anti-CD4-targeted ZsGreen delivery to splenic CD4-positive T cells,C064,lnp_formulation,CD47+aCD4/tLNP-ZsGreen,measures_endpoint,endpoint,ZsGreen-positive CD4+ T cells,increased to 51.1% with the addition of the CD47 peptide,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0050,,
E5,Anti-CD4-targeted ZsGreen delivery to splenic CD4-positive T cells,C065,endpoint,ZsGreen-positive CD4+ T cells,has_outcome_value,outcome_value,51.1%,51.1%,Results > CD47 modification enhances the efficiency of tLNP-mRNA,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0050,,
E6,Anti-CD117-targeted luciferase LNP liver and bone-marrow imaging,C067,lnp_formulation,CD47+aCD117/tLNP-Luc,has_dose,dose,1 μg,1 μg,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E6,Anti-CD117-targeted luciferase LNP liver and bone-marrow imaging,C070,lnp_formulation,CD47+aCD117/tLNP-Luc,has_tissue_context,tissue_or_organ,bone marrow,whole-femur BM,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E7,Anti-CD117-targeted Cre delivery to hematopoietic stem cells in Ai6 mice,C072,lnp_formulation,CD47+aCD117/tLNP-Cre,has_biological_model,biological_model,Ai6 mice,to Ai6 mice,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E7,Anti-CD117-targeted Cre delivery to hematopoietic stem cells in Ai6 mice,C073,lnp_formulation,CD47+aCD117/tLNP-Cre,has_dose,dose,1 μg,1 μg,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E7,Anti-CD117-targeted Cre delivery to hematopoietic stem cells in Ai6 mice,C076,lnp_formulation,CD47+aCD117/tLNP-Cre,delivered_to_cell,cell,Lin−Sca1+CD117+ HSCs,ZsGreen+ proportion in the Lin−Sca1+CD117+ HSCs,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E7,Anti-CD117-targeted Cre delivery to hematopoietic stem cells in Ai6 mice,C077,lnp_formulation,aCD117/tLNP-Cre,measures_endpoint,endpoint,ZsGreen-positive Lin−Sca1+CD117+ HSCs,boosting ∼3-fold from 6.9% to 22.2%,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E7,Anti-CD117-targeted Cre delivery to hematopoietic stem cells in Ai6 mice,C078,endpoint,ZsGreen-positive Lin−Sca1+CD117+ HSCs,has_outcome_value,outcome_value,6.9%,6.9%,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E7,Anti-CD117-targeted Cre delivery to hematopoietic stem cells in Ai6 mice,C079,lnp_formulation,CD47+aCD117/tLNP-Cre,measures_endpoint,endpoint,ZsGreen-positive Lin−Sca1+CD117+ HSCs,CD47-modified tLNPs yielded significantly higher ZsGreen+ proportion in the Lin−Sca1+CD117+ HSCs,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E7,Anti-CD117-targeted Cre delivery to hematopoietic stem cells in Ai6 mice,C080,endpoint,ZsGreen-positive Lin−Sca1+CD117+ HSCs,has_outcome_value,outcome_value,22.2%,22.2%,Results > CD47 modification enables in vivo depletion of HSCs with HSC-targeted LNP encapsulating apoptotic mRNA by reducing off-target effects,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0055,,
E8,Mouse-serum protein-corona LC-MS comparison,C085,endpoint,Apoe Z score in protein corona,has_outcome_value,outcome_value,−0.04,Apoe Z score of −0.04,Results > CD47-modified LNP shows mitigated inflammatory effects and altered protein corona,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0075,,
E8,Mouse-serum protein-corona LC-MS comparison,C087,endpoint,Apoe Z score in protein corona,has_outcome_value,outcome_value,1.02,1.02 in the unmodified LNP,Results > CD47-modified LNP shows mitigated inflammatory effects and altered protein corona,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0075,,
E8,Mouse-serum protein-corona LC-MS comparison,C089,endpoint,albumin Z score in protein corona,has_outcome_value,outcome_value,1.11,Z score of 1.11,Results > CD47-modified LNP shows mitigated inflammatory effects and altered protein corona,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0075,,
E8,Mouse-serum protein-corona LC-MS comparison,C091,endpoint,albumin Z score in protein corona,has_outcome_value,outcome_value,−0.28,−0.28 in unmodified LNP,Results > CD47-modified LNP shows mitigated inflammatory effects and altered protein corona,data/raw/fulltext/gold_v1/xml/candidate_00186_PMC12265960.xml,p0075,,
