experiment_id,experiment,claim_id,subject_type,subject,relation,object_type,object,evidence_quote,source_section,source_file,page_or_xml_id,human_decision,human_reason
GP-004-E02,HGF mRNA-LNP induction of hepatocyte proliferation in homeostasis,CLM-E02-14,endpoint,HNF4α+ EdU+ hepatocytes,has_outcome_value,outcome_value,121-fold increase,121-fold increase of EdU+ HNF4α+ hepatocytes in HGF mRNA-LNP-treated mice compared to control Poly(C) RNA-treated mice,Results > Nucleoside-modified HGF mRNA-LNP induces hepatocyte proliferation in homeostasis,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par9,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-01,intervention,combination of HGF and EGF mRNA-LNP,has_formulation,lnp_formulation,mRNA-LNP,the combination of HGF and EGF mRNA-LNP,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-03,lnp_formulation,mRNA-LNP,carries_payload,payload,EGF mRNA,the combination of HGF and EGF mRNA-LNP,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-04,intervention,combination of HGF and EGF mRNA-LNP,has_species,species,mice,mouse model,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-05,intervention,combination of HGF and EGF mRNA-LNP,has_biological_model,biological_model,chronic CDE diet-induced NAFLD mouse model,chronic Choline-Deficient Ethionine-supplemented (CDE) diet-induced non-alcoholic fatty liver disease (NAFLD) mouse model,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-06,intervention,combination of HGF and EGF mRNA-LNP,has_disease_context,disease,non-alcoholic fatty liver disease (NAFLD),non-alcoholic fatty liver disease (NAFLD),Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-07,intervention,combination of HGF and EGF mRNA-LNP,measures_endpoint,endpoint,steatosis,the combination of HGF/EGF mRNA-LNP greatly reduce steatosis,Supplement page 3,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_20903_MOESM2_ESM.pdf,3,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-08,endpoint,steatosis,has_outcome_value,outcome_value,greatly reduce steatosis,the combination of HGF/EGF mRNA-LNP greatly reduce steatosis,Supplement page 3,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_20903_MOESM2_ESM.pdf,3,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-09,intervention,combination of HGF and EGF mRNA-LNP,measures_endpoint,endpoint,serum ALT,restoring baseline levels of serum ALT,Supplement page 3,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_20903_MOESM2_ESM.pdf,3,,
GP-004-E03,Combined HGF and EGF mRNA-LNP in CDE diet-induced NAFLD,CLM-E03-10,endpoint,serum ALT,has_outcome_value,outcome_value,restoring baseline levels of serum ALT,restoring baseline levels of serum ALT,Supplement page 3,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_20903_MOESM2_ESM.pdf,3,,
GP-004-E04,Combined HGF and EGF mRNA-LNP in acetaminophen-induced acute liver injury,CLM-E04-01,intervention,combination of HGF and EGF mRNA-LNP,has_biological_model,biological_model,acute acetaminophen-induced liver injury mouse model,acute acetaminophen-induced liver injury mouse model,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E04,Combined HGF and EGF mRNA-LNP in acetaminophen-induced acute liver injury,CLM-E04-02,intervention,combination of HGF and EGF mRNA-LNP,has_disease_context,disease,acute acetaminophen-induced liver injury,acute acetaminophen-induced liver injury,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E04,Combined HGF and EGF mRNA-LNP in acetaminophen-induced acute liver injury,CLM-E04-03,intervention,combination of HGF and EGF mRNA-LNP,measures_endpoint,endpoint,restoration of liver function,accelerates the restoration of liver function,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
GP-004-E04,Combined HGF and EGF mRNA-LNP in acetaminophen-induced acute liver injury,CLM-E04-04,endpoint,restoration of liver function,has_outcome_value,outcome_value,accelerates restoration of liver function,accelerates the restoration of liver function,Introduction,data/raw/fulltext/oa_packages/PMC7840919/41467_2021_Article_20903.nxml,Par5,,
