experiment_id,experiment,claim_id,subject_type,subject,relation,object_type,object,evidence_quote,source_section,source_file,page_or_xml_id,human_decision,human_reason
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-09,intervention,injection of Egfp mRNA‐LNP (LNP1),has_assay,assay,Intravital microscopy,Intravital microscopy,Results and Discussion > Exploring Egfp mRNA Translation Efficiency Across Liver Cell Types,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-11,intervention,incubating primary murine cells with LNP1 for 24 h,measures_endpoint,endpoint,uptake of LNP1,we studied the uptake of LNP1 in vitro,Results and Discussion > Comparison of the uptake and translation of LNP1 by different cell types,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-14,endpoint,EGFP protein translation,has_outcome_value,outcome_value,low EGFP protein translation by KC,low EGFP protein translation by KC,Results and Discussion > Comparison of the uptake and translation of LNP1 by different cell types,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-03,intervention,mice treated with LNP17 containing Tlr4 siRNA and Egfp mRNA,has_formulation,lnp_formulation,LNP17,we generated LNP bearing an siRNA against Tlr4 and the same Egfp mRNA (LNP17) and treated mice with the LNP using the identical dose and time frame.,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-03A,intervention,mice treated with LNP16 containing control siRNA and Egfp mRNA,has_formulation,lnp_formulation,LNP16,LNP16 were taken up in significant amounts by hepatocytes and KC,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-04A,lnp_formulation,LNP16,carries_payload,payload,Egfp mRNA,16 (HS) Egfp mRNA + siRNA5 (NC siRNA),"Results and Discussion > Co‐encapsulated mRNA and siRNA are efficiently taken up by both Kupffer cells and hepatocytes, but visible translation exclusively occurs in hepatocytes",data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,advs10803-tbl-0004,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-04B,lnp_formulation,LNP16,carries_payload,payload,control siRNA,The LNP16 containing control siRNA,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-05A,lnp_formulation,LNP17,carries_payload,payload,Egfp mRNA,the same Egfp mRNA (LNP17),Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-05,lnp_formulation,LNP17,carries_payload,payload,an siRNA against Tlr4,LNP bearing an siRNA against Tlr4,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-09A,intervention,mice treated with LNP16 containing control siRNA and Egfp mRNA,measures_endpoint,endpoint,LNP16 uptake,LNP16 were taken up in significant amounts by hepatocytes and KC,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-10,endpoint,LNP16 uptake,has_outcome_value,outcome_value,taken up in significant amounts by hepatocytes and KC,LNP16 were taken up in significant amounts by hepatocytes and KC,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-12A,intervention,mice treated with LNP16 containing control siRNA and Egfp mRNA,measures_endpoint,endpoint,Tlr4 mRNA knockdown after LNP16,The LNP16 containing control siRNA did not lead to a knockdown of Tlr4 mRNA,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-12B,endpoint,Tlr4 mRNA knockdown after LNP16,has_outcome_value,outcome_value,did not lead to a knockdown of Tlr4 mRNA,The LNP16 containing control siRNA did not lead to a knockdown of Tlr4 mRNA,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-12C,intervention,mice treated with LNP17 containing Tlr4 siRNA and Egfp mRNA,measures_endpoint,endpoint,Tlr4 mRNA knockdown after LNP17,"LNP17 caused a significant reduction of Tlr4 mRNA in HC, KC, and HSC",Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-11,endpoint,LNP16 uptake,has_outcome_value,outcome_value,HSC did not absorb the LNP at a significant level,HSC did not absorb the LNP at a significant level,Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E01,LNP1 uptake/translation and co-encapsulated mRNA–siRNA LNP studies,CL-E01-COENCAP-13,endpoint,Tlr4 mRNA knockdown after LNP17,has_outcome_value,outcome_value,"a significant reduction of Tlr4 mRNA in HC, KC, and HSC","LNP17 caused a significant reduction of Tlr4 mRNA in HC, KC, and HSC",Results and Discussion > Effects of mRNA‐siRNA‐LNP on Hepatocytes and KC In Vivo,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E02,Alternative ionizable lipid and modified mRNA effects on EGFP translation,CL-E02-02,lnp_formulation,LNP3‐LNP7,carries_payload,payload,m1Ψ or 5moU modified Egfp mRNA,LNP3‐LNP7 (Table 1) which included combinations of the ionizable lipid SM‐102 and m1Ψ or 5moU modified Egfp mRNA,Results and Discussion > Comparison of the uptake and translation of LNP1 by different cell types,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
GP-005-E03,Ploidy analysis of selected cell types,CL-E03-01,assay,nuclei staining,measures_endpoint,endpoint,"Ploidy (2n, 4n)","Ploidy (2n, 4n) was assessed by flow cytometric analysis of nuclei staining.",Results and Discussion > Differences in the cell biology of HC and KC that influence mRNA translation,data/raw/fulltext/gold_v1/xml/candidate_00082_PMC11884593.xml,,,
